Title,"Video Directory","1080p URL","720p URL","360p URL","File Name 720p","Audio Directory","Audio URL","Document Directory","Document URL",Category,"Release Date","YouTube URL",GUID
Prayer,"/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-01-01-prayer-720p-eng.mp4,,2010-01-01-prayer-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/zndsJTdGwLQ,455B4A07-4CC2-4C48-B5C3-92950825AB25A
"Have I Done Any Good in the World Today?","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-01-03-have-i-done-any-good-in-the-world-today-720p-eng.mp4,,2010-01-03-have-i-done-any-good-in-the-world-today-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/wdmy7mbSUEo,44E880AD-57C2-4734-AA30-0D6E62C6A212
"The Tender Mercies of the Lord","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-03-05-the-tender-mercies-of-the-lord-720p-eng.mp4,,2010-03-05-the-tender-mercies-of-the-lord-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/3B4El4B9LVw,1654443B-394E-4806-93EE-EC3F0E68A71FF
"Becoming Provident Providers","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-03-06-becoming-provident-providers-720p-eng.mp4,,2010-03-06-becoming-provident-providers-720p-eng.mp4,,,,,2010,20150713,,542C99E5-589F-4484-82B9-C99A0E5618B22
"Testimony of the Book of Mormon","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-03-08-testimony-of-the-book-of-mormon-720p-eng.mp4,,2010-03-08-testimony-of-the-book-of-mormon-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/CkKblIMfmjI,461657C1-B3A0-4994-864E-E8DB0C3717D6A
"Significant In Every Way","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-04-0040-significant-in-every-way-720p-eng.mp4,,2010-04-0040-significant-in-every-way-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/bnPZf_P1rkI,0A68229CB-0472-4066-9488-18A00FA9A8C80
"Charity: An Example of the Believers","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-04-05-charity-an-example-of-the-believers-720p-eng.mp4,,2010-04-05-charity-an-example-of-the-believers-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/KGnLRxSNPiM,0C9132D01-D863-4D87-965D-13FC101B5ADD
"Return to Virtue","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-04-19-return-to-virtue-720p-eng.mp4,,2010-04-19-return-to-virtue-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/WyiSSBHJy6I,062AA48E-4C59-4A51-A1E9-92067EED2327
"Our True Identity","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-04-20-our-true-identity-720p-eng.mp4,,2010-04-20-our-true-identity-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/wiiadnMvm20,3D566DF6-1957-4724-B0FC-E9D70F5AF8B8A
"The Magnificent Priesthood","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-05-0060-the-magnificent-priesthood-720p-eng.mp4,,2010-05-0060-the-magnificent-priesthood-720p-eng.mp4,,,,,2010,20150713,,50358FF7-5AC0-4BED-9896-27300A167B986
